Wall time,Step,Value
1654011842.4877453,50299,-9008.6982421875
1654011842.9002697,50399,-8972.3857421875
1654011843.3049364,50499,-9144.7197265625
1654011843.712479,50599,-8776.255859375
1654011844.1276686,50699,-8919.5673828125
1654011844.5839567,50799,-8778.537109375
1654011844.997789,50899,-9055.921875
1654011845.4013162,50999,-8838.8681640625
1654011845.8292737,51099,-8927.4921875
1654011846.2363405,51199,-9199.046875
1654011846.6548982,51299,-9096.1669921875
1654011847.091567,51399,-8924.712890625
1654011847.497715,51499,-9101.34375
1654011847.8986113,51599,-8990.89453125
1654011848.3254488,51699,-8867.6416015625
1654011848.7255685,51799,-8761.61328125
1654011849.1333053,51899,-8992.49609375
1654011849.5409384,51999,-8908.865234375
1654011849.9345467,52099,-9049.1748046875
1654011850.3346174,52199,-8827.8310546875
1654011850.7528875,52299,-8811.599609375
1654011851.152093,52399,-8763.1728515625
1654011851.5746672,52499,-9024.8896484375
1654011851.9772806,52599,-9105.1015625
1654011852.3925986,52699,-9037.2470703125
1654011852.7954996,52799,-9335.021484375
1654011853.2018065,52899,-9005.6015625
1654011853.6115565,52999,-9076.357421875
1654011854.03448,53099,-9314.9033203125
1654011854.4226642,53199,-8935.8857421875
1654011854.8646264,53299,-8978.21875
1654011855.2590933,53399,-9181.6591796875
1654011855.6695988,53499,-8784.6787109375
1654011856.0792687,53599,-8798.6796875
1654011856.5237768,53699,-8884.3857421875
1654011856.9502797,53799,-8925.0693359375
1654011857.4154098,53899,-8781.6318359375
1654011857.8575037,53999,-8990.150390625
1654011858.2746506,54099,-8754.1181640625
1654011858.693444,54199,-8778.732421875
1654011859.1231542,54299,-8953.2822265625
1654011859.550929,54399,-8981.0537109375
1654011860.0022576,54499,-8862.7001953125
1654011860.464212,54599,-9166.3349609375
1654011860.9173555,54699,-8829.75
1654011861.3181305,54799,-8967.3544921875
1654011861.7261825,54899,-8834.5654296875
1654011862.1589322,54999,-8911.3408203125
1654011862.617825,55099,-9199.8056640625
1654011863.0418782,55199,-9267.6962890625
1654011863.4418159,55299,-8796.572265625
1654011863.8514218,55399,-8814.9287109375
1654011864.309053,55499,-8933.7236328125
1654011864.7616959,55599,-8830.951171875
1654011865.1907773,55699,-8745.6591796875
1654011865.5979786,55799,-8916.9951171875
1654011865.9895158,55899,-9111.1279296875
1654011866.392019,55999,-8955.4892578125
1654011866.8098025,56099,-8808.90625
1654011867.2044652,56199,-8866.5693359375
1654011867.6296551,56299,-8916.181640625
1654011868.0805142,56399,-8956.525390625
1654011868.5246892,56499,-9034.3115234375
1654011868.9546647,56599,-8965.6953125
1654011869.417446,56699,-9038.0458984375
1654011869.9020665,56799,-8859.33984375
1654011870.3772821,56899,-9050.3095703125
1654011870.8405905,56999,-8830.8212890625
1654011871.2691329,57099,-8942.8642578125
1654011871.8470073,57199,-9087.3017578125
1654011872.2899916,57299,-8660.5517578125
1654011872.6953392,57399,-9170.97265625
1654011873.10246,57499,-8928.494140625
1654011873.5088234,57599,-8991.529296875
1654011873.9278488,57699,-8836.638671875
1654011874.3421173,57799,-8883.5537109375
1654011874.7845776,57899,-8864.5146484375
1654011875.2242987,57999,-8779.720703125
1654011875.622186,58099,-8808.529296875
1654011876.0176127,58199,-9152.0556640625
1654011876.429774,58299,-8884.8115234375
1654011876.850969,58399,-9207.1845703125
1654011877.2586515,58499,-9101.8994140625
1654011877.6704597,58599,-8951.66796875
1654011878.0732343,58699,-9049.06640625
1654011878.4868453,58799,-9079.09765625
1654011878.898373,58899,-8905.1708984375
1654011879.2860484,58999,-9003.72265625
1654011879.6839242,59099,-8744.1416015625
1654011880.1226768,59199,-8749.4404296875
1654011880.5650384,59299,-8848.7861328125
1654011881.0664542,59399,-8769.3837890625
1654011881.4789603,59499,-9014.5068359375
1654011881.9015982,59599,-9148.337890625
1654011882.3028362,59699,-8926.701171875
1654011882.7140408,59799,-8857.451171875
1654011883.1348972,59899,-8983.7412109375
1654011883.5419006,59999,-8927.0673828125
1654011883.985295,60099,-8819.0234375
1654011884.4411225,60199,-8768.90234375
1654011884.8811817,60299,-8894.7734375
1654011885.2768002,60399,-8807.5283203125
1654011885.686611,60499,-9071.7763671875
1654011886.1021302,60599,-8754.201171875
1654011886.5414495,60699,-8896.2255859375
1654011886.9367495,60799,-8821.4599609375
1654011887.3732986,60899,-9168.095703125
1654011887.7809277,60999,-9061.3212890625
1654011888.179009,61099,-8924.50390625
1654011888.5798507,61199,-8825.3056640625
1654011888.975729,61299,-8914.1865234375
1654011889.423152,61399,-8913.2451171875
1654011889.859006,61499,-8842.6181640625
1654011890.278647,61599,-8686.7744140625
1654011890.6781151,61699,-8885.26171875
1654011891.0802279,61799,-9025.8759765625
1654011891.4965875,61899,-8783.3408203125
1654011891.9027174,61999,-8944.0068359375
1654011892.3114812,62099,-8973.5048828125
1654011892.7052937,62199,-8884.5146484375
1654011893.104005,62299,-8803.24609375
1654011893.5171933,62399,-8937.9404296875
1654011893.9362302,62499,-9093.12109375
1654011894.341536,62599,-8802.1298828125
1654011894.801654,62699,-8956.517578125
1654011895.2389376,62799,-8872.1376953125
1654011895.7020946,62899,-8763.9951171875
1654011896.1588488,62999,-8786.7978515625
1654011896.5911562,63099,-8920.7578125
1654011896.9979334,63199,-8782.376953125
1654011897.416259,63299,-8848.57421875
1654011897.858667,63399,-8988.109375
1654011898.298151,63499,-9148.3603515625
1654011898.749943,63599,-8786.6708984375
1654011899.154949,63699,-9007.2939453125
1654011899.5386517,63799,-8909.478515625
1654011899.9382443,63899,-9099.884765625
1654011900.3608434,63999,-8802.2021484375
1654011900.7921813,64099,-8824.9169921875
1654011901.2063627,64199,-8973.0400390625
1654011901.606189,64299,-8959.830078125
1654011902.007624,64399,-8748.388671875
1654011902.427339,64499,-8846.1669921875
1654011902.8161342,64599,-9034.857421875
1654011903.227291,64699,-9052.103515625
1654011903.6295927,64799,-8890.1376953125
1654011904.0467622,64899,-8847.3642578125
1654011904.4532585,64999,-8948.7451171875
1654011904.9031668,65099,-8809.59375
1654011905.3426263,65199,-8862.732421875
1654011905.804686,65299,-8957.337890625
