Wall time,Step,Value
1654067760.44292,90999,-9149.244140625
1654067761.146514,91199,-9317.255859375
1654067761.674186,91349,-9011.80078125
1654067761.9045737,91399,-8933.6220703125
1654067762.3201244,91499,-9511.6875
1654067762.575016,91549,-8888.107421875
1654067762.9881244,91649,-9444.296875
1654067763.8002627,91849,-9161.5234375
1654067764.2117589,91949,-9483.373046875
1654067765.8530347,92299,-9149.41796875
1654067766.3005211,92349,-8948.3544921875
1654067766.5678763,92399,-8971.90625
1654067766.7553656,92449,-9290.9130859375
1654067767.4882119,92599,-8872.3408203125
1654067770.0254111,93049,-9000.2509765625
1654067770.9991252,93299,-9050.79296875
1654067771.187908,93349,-8947.796875
1654067771.3677201,93399,-8869.572265625
1654067772.0997312,93599,-9614.7001953125
1654067772.2795808,93649,-9406.16015625
1654067772.6574893,93749,-9479.9951171875
1654067773.2255073,93899,-9071.2421875
1654067773.7898195,94049,-9004.87890625
1654067774.4377367,94199,-9451.2060546875
1654067774.6814575,94249,-9311.12890625
1654067775.149819,94349,-9087.52734375
1654067776.5666552,94449,-8988.8017578125
1654067777.1801717,94549,-8948.0146484375
1654067778.2517765,94799,-9300.8857421875
1654067779.1092825,94999,-9350.322265625
1654067779.975991,95149,-8867.619140625
1654067782.496594,95449,-9138.400390625
1654067782.693796,95499,-8915.798828125
1654067782.9281306,95549,-9170.3671875
1654067783.639868,95699,-9132.0849609375
1654067784.6292071,95949,-8993.3623046875
1654067785.7440124,96249,-8970.0732421875
1654067785.9334207,96299,-9126.31640625
1654067786.74227,96499,-8872.3408203125
1654067788.9217215,96799,-9305.642578125
1654067789.1571617,96849,-9289.4111328125
1654067790.1028323,97049,-9545.923828125
1654067790.366333,97099,-9055.083984375
1654067790.5945995,97149,-8871.71875
1654067791.2946718,97299,-8918.4814453125
1654067792.2354343,97399,-8773.4765625
1654067792.8533707,97549,-9386.4599609375
1654067793.535656,97699,-8890.9462890625
1654067794.1355379,97849,-8951.0859375
1654067794.8879669,98049,-9023.3349609375
1654067795.0863893,98099,-8891.697265625
1654067795.2748616,98149,-9160.318359375
1654067795.4687953,98199,-9347.1669921875
1654067795.6615124,98249,-8872.3408203125
1654067796.0267441,98349,-9242.1298828125
1654067796.2260907,98399,-9034.693359375
1654067796.413049,98449,-9251.6865234375
1654067798.6216807,98899,-9293.923828125
1654067799.3237402,98999,-9280.4736328125
1654067800.2622607,99099,-9141.2021484375
1654067801.6809738,99299,-9051.9853515625
1654067802.1310642,99399,-9253.900390625
1654067802.3207943,99449,-9244.052734375
1654067802.9569561,99599,-9162.7333984375
1654067809.5897322,100899,-9101.6875
1654067810.4479172,101099,-8861.2021484375
1654067810.6805918,101149,-9082.099609375
1654067811.5108135,101349,-8872.3408203125
1654067811.9351897,101449,-9024.2958984375
1654067812.7532477,101599,-8914.7919921875
1654067813.5658472,101799,-8872.3408203125
1654067813.7496734,101849,-8942.6572265625
1654067814.6720855,102049,-9282.806640625
1654067815.3585098,102199,-9029.1337890625
1654067816.3154492,102399,-9105.6962890625
1654067818.1093326,102749,-8872.3408203125
